arm,engine,effort,wall_s,input_tok,cache_write,cache_read,output_tok,reasoning_tok,total_tok,cost_est_usd,exit,notes
gpt56terraxhigh,GPT-5.6 Terra (xhigh),xhigh,1428.8,8121599,,7771392,39203,17095,8160802,2.7251,0,"Effort xhigh VERIFIED a first-party tier 2026-08-27: the OpenAI API 400-rejects a bogus effort and its error lists the enum none|minimal|low|medium|high|xhigh|max, so xhigh is a real accepted value (cannot silently clamp). Fills the high->xhigh->max dial. Legs SEQUENTIAL. Terra xhigh - the max/high/medium arms are running in the same wave. auth=chatgpt-account. Judge routes to grok.;keepalive_sweeps=1"
grok46xhighseq,Grok 4.6 (xhigh) seq,xhigh,1322.0,258049,,257792,328,16,258377,10.1167,0,"RULE 1 GATE: fresh zero-token ACP readback on the local grok 1.0.5 before launch; grok-4.6 enum low|medium|high|xhigh, unknown clamps to high, only launch if readback echoes ACTIVE xhigh. SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.6. SEQUENTIAL legs (un-dots the concurrent grok46 xhigh 08-12 row). Ran alongside Codex runs (separate subscription, no API contention; grok agents run one-at-a-time so no auth.json race). Cost=floor. Judge=Codex gpt-5.5.; FLOOR reconstructed from the CLI's session logs (3 sessions, 106 requests, ~17.92M cached-read, 258,225 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
grok46mediumseq,Grok 4.6 (medium) seq,medium,995.9,185850,,185600,362,92,186212,3.2473,0,"RULE 1 GATE: fresh zero-token ACP readback on the local grok 1.0.5 before launch; grok-4.6 enum low|medium|high|xhigh, unknown clamps to high, only launch if readback echoes ACTIVE medium. SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.6. SEQUENTIAL legs (un-dots the concurrent grok46medium 08-14 row). Ran alongside Codex runs (separate subscription, no API contention; grok agents run one-at-a-time so no auth.json race). Cost=floor. Judge=Codex gpt-5.5.; FLOOR reconstructed from the CLI's session logs (1 sessions, 43 requests, ~5.23M cached-read, 185,874 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
gemini37flashseq,Gemini 3.7 Flash (Antigravity) seq,high,794.6,1578938,0,35250800,75347,29717,36905085,4.1106,0,"Sequential-legs re-run of gemini37flash_agy (08-25 ran CONCURRENT legs -> dotted wall). Same Antigravity CLI 1.1.20, model gemini-3.7-flash-high, effort high, Antigravity Google subscription sign-in. SEQUENTIAL legs for a comparable wall; supersedes the concurrent row. Ran alongside Codex runs (Google subscription, no API contention). Cost=token-estimate at Google list. Judge=Codex gpt-5.5 (non-sibling).;agy_status=SUCCESS;agy_turns=1;agy_init_model=gemini-3.7-flash-high;thinking_tok=29717"
gpt56solxhigh,GPT-5.6 Sol (xhigh),xhigh,4123.3,42099200,,41188096,104407,31784,42203607,28.2818,0,"Effort xhigh VERIFIED a first-party tier 2026-08-27: the OpenAI API 400-rejects a bogus effort and its error lists the enum none|minimal|low|medium|high|xhigh|max, so xhigh is a real accepted value (cannot silently clamp). Fills the high->xhigh->max dial. Legs SEQUENTIAL. Sol xhigh between high (34/105) and max (42/105). auth=chatgpt-account. Judge routes to grok (non-sibling).;keepalive_sweeps=1"
opus5xhigh,Opus 5 (xhigh),xhigh,1655.9,360,532435,59267981,84283,,59885059,35.0706,0,"Opus 5 xhigh between high (21/105) and max (27/105). Effort is a FIRST-PARTY Claude tier (Claude Code --effort xhigh, documented enum low|medium|high|xhigh|max). Legs SEQUENTIAL. Judge = Codex gpt-5.5 (non-sibling)."
hy4preview,Hy4 Preview,high,2283.1,635068,0,30931712,40656,,31607436,1.8947,0,"via=a local OpenRouter shim;upstream=OR tencent/hy4-preview (RELEASED 2026-08-28, day-one run; ctx 1,048,576 / max out 64,000; MoE 49B active of 770B, built for coding agents + tool-use). SINGLE host (Tencent Cloud) so no provider pin / no mixed-path. NOT a reasoning model - supported_parameters = tools, tool_choice, response_format, no reasoning; proxy started WITHOUT --require-reasoning so the CLI thinking param passes through and hy4 ignores it (smoke 2026-08-28 returned HY4_OK). Effort column INERT -> report DEFAULT. billing=REAL OpenRouter credits-delta (canonical, 'openrouter' triggers via_openrouter); list 0.834 in / 0.042 cache-read / 2.501 out per MTok. ctx 1M so model string carries [1m]. SEQUENTIAL legs. Judge=Codex gpt-5.5 (non-sibling).;openrouter_billed_usd=1.8947"
fable51max,Fable 5.1 (max),max,2578.2,596,712350,135333154,131997,,136178097,49.3435,0,"model=claude-fable-5-1;effort=max companion to fable51(high), added 2026-09-01. [1m] pins the 1M window; without it this CLI assumes 200k for an unrecognized model. Cache reads bill at 0.25/MTok."
fable51,Fable 5.1,high,1113.2,344,453007,55432445,59612,,55945408,22.5047,0,"model=claude-fable-5-1;effort=high;day-one run. [1m] pins the 1M window: this CLI does not recognize the model and otherwise assumes 200k, which would force premature autocompact (probe filed under effort-dial-probes/). Cache reads bill at 0.25/MTok, a quarter of the Fable 5 rate."
fable51low,Fable 5.1 (low),low,1188.2,278,376530,35392906,43218,,35812932,15.7185,0,"model=claude-fable-5-1;effort=low companion to fable51(high)/fable51max, added 2026-09-02. [1m] pins the 1M window; without it this CLI assumes 200k for an unrecognized model. Cache reads bill at 0.25/MTok."
gemini38flash_agy,Gemini 3.8 Flash (Antigravity CLI),high,997.8,1791922,0,40398007,106742,54983,42296671,4.7741,0,"harness=Antigravity CLI (agy 1.1.22);model=gemini-3.8-flash-high;effort=high. high is the TOP tier agy offers for 3.8 Flash - `agy models` lists only low/medium/high, and --effort max is REJECTED outright (invalid --effort ""max"" (valid: low, medium, high)), so it cannot silently clamp. Prices are Google list through 2026-12-31 (0.75/3.75/0.075), same as 3.7 Flash.;agy_status=SUCCESS;agy_turns=1;agy_init_model=gemini-3.8-flash-high;thinking_tok=54983"
gpt6astramax,GPT-6 Astra (max),max,2498.2,9472151,,9071744,61200,16868,9533351,16.1358,0,"auth=chatgpt-account (same path as the Sol/Luna/Terra rows); slug=gpt-6-astra (developers.openai.com/api/docs/models/gpt-6-astra, released 2026-09-03: 1.05M ctx, effort low|medium|high|xhigh|max, no `none`); prices = standard short-context list ($10/$1/$50; >272K-input requests bill 2x in / 1.5x out - not modelled here, cost_kind stays list). Added 2026-09-03; not reachable on either auth path at add time (API: model_not_found; Codex+ChatGPT: 'not supported'), launched by an availability watcher. Judge routes to grok (non-sibling)."
gpt6astraxhigh,GPT-6 Astra (xhigh),xhigh,2094.7,8666149,,8384768,42465,8697,8708614,13.3218,0,"auth=chatgpt-account (same path as the Sol/Luna/Terra rows); slug=gpt-6-astra (developers.openai.com/api/docs/models/gpt-6-astra, released 2026-09-03: 1.05M ctx, effort low|medium|high|xhigh|max, no `none`); prices = standard short-context list ($10/$1/$50; >272K-input requests bill 2x in / 1.5x out - not modelled here, cost_kind stays list). Dial sweep added 2026-09-04; same slug, same chatgpt-account path and same grok (non-sibling) judge as the max row, so the only thing that moves across these four rows is the effort dial. Effort verified first-party per tier before each run (probe under effort-dial-probes/)."
gpt6astrahigh,GPT-6 Astra (high),high,1232.9,7184252,,6967552,28873,4353,7213125,10.5782,0,"auth=chatgpt-account (same path as the Sol/Luna/Terra rows); slug=gpt-6-astra (developers.openai.com/api/docs/models/gpt-6-astra, released 2026-09-03: 1.05M ctx, effort low|medium|high|xhigh|max, no `none`); prices = standard short-context list ($10/$1/$50; >272K-input requests bill 2x in / 1.5x out - not modelled here, cost_kind stays list). Dial sweep added 2026-09-04; same slug, same chatgpt-account path and same grok (non-sibling) judge as the max row, so the only thing that moves across these four rows is the effort dial. Effort verified first-party per tier before each run (probe under effort-dial-probes/)."
gpt6astramedium,GPT-6 Astra (medium),medium,846.3,4233514,,4046976,19397,2750,4252911,6.8822,0,"auth=chatgpt-account (same path as the Sol/Luna/Terra rows); slug=gpt-6-astra (developers.openai.com/api/docs/models/gpt-6-astra, released 2026-09-03: 1.05M ctx, effort low|medium|high|xhigh|max, no `none`); prices = standard short-context list ($10/$1/$50; >272K-input requests bill 2x in / 1.5x out - not modelled here, cost_kind stays list). Dial sweep added 2026-09-04; same slug, same chatgpt-account path and same grok (non-sibling) judge as the max row, so the only thing that moves across these four rows is the effort dial. Effort verified first-party per tier before each run (probe under effort-dial-probes/)."
gpt6astralow,GPT-6 Astra (low),low,826.7,2824008,,2701952,12576,1206,2836584,4.5513,0,"auth=chatgpt-account (same path as the Sol/Luna/Terra rows); slug=gpt-6-astra (developers.openai.com/api/docs/models/gpt-6-astra, released 2026-09-03: 1.05M ctx, effort low|medium|high|xhigh|max, no `none`); prices = standard short-context list ($10/$1/$50; >272K-input requests bill 2x in / 1.5x out - not modelled here, cost_kind stays list). Dial sweep added 2026-09-04; low tier added 2026-09-05; same slug, same chatgpt-account path and same grok (non-sibling) judge as the max row, so the only thing that moves across these four rows is the effort dial. Effort verified first-party per tier before each run (probe under effort-dial-probes/)."
gpt56solmedium,GPT-5.6 Sol (medium),medium,1315.8,9283566,,8960256,30394,8862,9313960,7.0085,0,"auth=chatgpt-account;slug=gpt-5.6-sol; medium tier of the Sol dial (high 34 -> xhigh 39 -> max 42 already on the board), added 2026-09-07. Effort is a FIRST-PARTY Codex tier (model_reasoning_effort, the API 400-rejects unknown values and lists the enum none|minimal|low|medium|high|xhigh|max), preflight-confirmed served before the first leg (probe under effort-dial-probes/). Legs SEQUENTIAL. Judge routes to grok (non-sibling). Same slug, same chatgpt-account path and same judge as the other Sol rows, so the only thing that moves across the Sol rows is the effort dial."
dsv41flashmax,DeepSeek V4.1 Flash (max),max,1030.5,468301,0,48651008,64981,,49184290,0.46,0,"upstream=DeepSeek FIRST-PARTY Anthropic-compatible endpoint https://api.deepseek.com/anthropic (no proxy, no aggregator - the arm's environment points Claude Code straight at DeepSeek, the musespark12 shape). MODEL ID: `deepseek-flash`, which DeepSeek's own pricing page maps to model version DeepSeek-V4.1-Flash, ctx 1M / max out 384K (the other served id, deepseek-v4-pro = V4-Pro-0813, is routed to V4.1 Flash from 2026-09-14). The CLI model string carries [1m] so the harness assumes a 1M window (dsv4flash autocompact-thrash lesson); the suffix is stripped on the wire - capture 2026-09-10 shows body model=deepseek-flash. *** EFFORT max IS A FIRST-PARTY TIER, VERIFIED ON THE WIRE *** Claude Code 2.1.267 sends --effort as output_config.effort (captured against a mock Anthropic endpoint: {""effort"":""max""}, thinking adaptive with no budget_tokens). DeepSeek documents that exact field - none|low|high|max, default high, minimal->low, medium/xhigh->high - and the endpoint 400-VALIDATES it (unknown variant is rejected with the enum listed), so a silent clamp of the grok45max kind cannot happen here. Probe + readback: effort-dial-probes/20260910-dsv41flash-deepseek-effort.txt. billing=REAL bill: DeepSeek sells prepaid credit and publishes no usage counter, so the runner snapshots /user/balance before and after each leg and writes the DROP as the leg's cost (deepseek_billed_usd in the notes, cost_est_usd in the row). List for context: input 0.30 cache-miss / 0.006 cache-hit / 1.20 output per MTok at PEAK, HALVED off-peak - peak is 01:00-04:00 and 06:00-10:00 UTC Mon-Fri, everything else is off-peak, so a list estimate depends on the clock and only the bill is a number. SEQUENTIAL legs. Judge=Codex gpt-5.5 (non-sibling).;deepseek_billed_usd=0.46"
dsv41flashhigh,DeepSeek V4.1 Flash (high),high,699.1,355127,0,25842816,53141,,26251084,0.13,0,"upstream=DeepSeek FIRST-PARTY Anthropic-compatible endpoint https://api.deepseek.com/anthropic (no proxy, no aggregator - the arm's environment points Claude Code straight at DeepSeek, the musespark12 shape). MODEL ID: `deepseek-flash`, which DeepSeek's own pricing page maps to model version DeepSeek-V4.1-Flash, ctx 1M / max out 384K. *** EFFORT high IS A FIRST-PARTY TIER (DeepSeek's documented default), REQUESTED EXPLICITLY AND VERIFIED ON THE WIRE *** The CLI model string carries [1m] so the harness assumes a 1M window (dsv4flash autocompact-thrash lesson); the suffix is stripped on the wire - capture 2026-09-10 shows the body carrying the bare id. Claude Code 2.1.267 sends --effort as output_config.effort (captured against a mock Anthropic endpoint; thinking adaptive with no budget_tokens). DeepSeek documents that exact field - none|low|high|max, default high, minimal->low, medium/xhigh->high - and the endpoint 400-VALIDATES it (unknown variant rejected with the enum listed), so a silent clamp of the grok45max kind cannot happen here. Probe + readback: effort-dial-probes/20260910-dsv41flash-deepseek-effort.txt. This is the dial companion to the published max row: on this exact path a thinking-volume sweep put high at 23960-35104 chars and max at 59923-96590 (n=3, DISJOINT), so the two tiers are measurably different work and this row is not a re-run of that one. billing=REAL bill: DeepSeek sells prepaid credit and publishes no usage counter, so the runner snapshots /user/balance before and after each leg and writes the DROP as the leg's cost (deepseek_billed_usd in the notes, cost_est_usd in the row). List is peak-rate context only and is HALVED off-peak (peak 01:00-04:00 and 06:00-10:00 UTC Mon-Fri), so a list estimate depends on the clock and only the bill is a number. SEQUENTIAL legs. Judge=Codex gpt-5.5 (non-sibling).;deepseek_billed_usd=0.13"
dsv4promax,DeepSeek V4-Pro (max),max,1054.5,299746,0,32813824,54304,,33167874,1.0,0,"upstream=DeepSeek FIRST-PARTY Anthropic-compatible endpoint https://api.deepseek.com/anthropic (no proxy, no aggregator - the arm's environment points Claude Code straight at DeepSeek, the musespark12 shape). MODEL ID: `deepseek-v4-pro`, which DeepSeek's own pricing page maps to model version DeepSeek-V4-Pro-0813, ctx 1M / max out 384K. THE SAME PAGE SAYS THIS ID STARTS ROUTING TO V4.1 FLASH ON 2026-09-14, so this row is only a Pro row because it ran 2026-09-10, before the switch; the launch gate reads the served model id back out of the response on every call. The board's existing 'DeepSeek V4-Pro' row (2026-08-01) measured the same model through OpenRouter at an inert default effort, so these two rows are the first look at Pro with a dial that binds. *** EFFORT max IS A FIRST-PARTY TIER, VERIFIED ON THE WIRE *** The CLI model string carries [1m] so the harness assumes a 1M window (dsv4flash autocompact-thrash lesson); the suffix is stripped on the wire - capture 2026-09-10 shows the body carrying the bare id. Claude Code 2.1.267 sends --effort as output_config.effort (captured against a mock Anthropic endpoint; thinking adaptive with no budget_tokens). DeepSeek documents that exact field - none|low|high|max, default high, minimal->low, medium/xhigh->high - and the endpoint 400-VALIDATES it (unknown variant rejected with the enum listed), so a silent clamp of the grok45max kind cannot happen here. Probe + readback: effort-dial-probes/20260910-dsv41flash-deepseek-effort.txt. billing=REAL bill: DeepSeek sells prepaid credit and publishes no usage counter, so the runner snapshots /user/balance before and after each leg and writes the DROP as the leg's cost (deepseek_billed_usd in the notes, cost_est_usd in the row). List is peak-rate context only and is HALVED off-peak (peak 01:00-04:00 and 06:00-10:00 UTC Mon-Fri), so a list estimate depends on the clock and only the bill is a number. SEQUENTIAL legs. Judge=Codex gpt-5.5 (non-sibling).;openrouter_billed_usd=0.0;cost_correction=the runner recorded $0.00 for both legs: it chose its billing meter by matching the word OpenRouter in this note (which refers to the board's older OpenRouter V4-Pro row) and so read the OpenRouter counter instead of DeepSeek's prepaid balance. Meter selection now comes from the environment. The per-leg brackets cannot be replayed, but the run driver's WHOLE-ARM bracket is a real credits delta on the correct meter: 18.00 -> 16.11, so $1.89 for this arm. The per-leg figure below is that bill ALLOCATED by each leg's token value at list; both legs ran in the same pricing window, so the 2x peak/off-peak split cancels out of the ratio. The arm total is a bill; the per-leg split is an allocation"
